names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,sex,cluster
AcCoAS,4.128023,2.065336,3.6589516410294645e-05,0.004207449203066806,0.19047619047619047,Male,Unannotated (mixed identity; excluded)
CG44774,3.89259,1.2744855,9.917966811078919e-05,0.009828463208149672,0.24630541871921183,Male,Unannotated (mixed identity; excluded)
hoe1,3.7513618,1.7942239,0.0001758767215855967,0.015762951172109105,0.1921182266009852,Male,Unannotated (mixed identity; excluded)
Drep2,3.6298122,1.0673376,0.00028362753907962095,0.024175776740150347,0.27257799671592775,Male,Unannotated (mixed identity; excluded)
pcs,3.6129785,1.3251569,0.00030269972598976567,0.025622270556175376,0.21182266009852216,Male,Unannotated (mixed identity; excluded)
Tom6,3.573542,1.2898833,0.00035218454407375145,0.02914570562590702,0.2200328407224959,Male,Unannotated (mixed identity; excluded)
CG4829,3.5522828,1.2138665,0.0003819041527431108,0.030920741176284575,0.23316912972085385,Male,Unannotated (mixed identity; excluded)
nebu,3.5468297,1.2330147,0.00038989657777683303,0.031061760696221033,0.22660098522167488,Male,Unannotated (mixed identity; excluded)
Mnr,3.4729357,1.1598462,0.0005147985919120887,0.038261463639124686,0.24958949096880131,Male,Unannotated (mixed identity; excluded)
28SrRNA-Psi:CR45859,3.394379,2.4976783,0.0006878443197605218,0.047637127349778416,0.13957307060755336,Male,Unannotated (mixed identity; excluded)
EMC7,-4.0043397,-1.2978543,6.219091827215352e-05,0.0065916965462546025,0.14942528735632185,Male,Unannotated (mixed identity; excluded)
NP15.6,-4.649074,-1.0843946,3.334282069546267e-06,0.0005805937735099921,0.24466338259441708,Male,Unannotated (mixed identity; excluded)
Tpi,-7.3399196,-1.0642394,2.1372193770416862e-13,2.170880582230093e-10,0.4827586206896552,Male,Unannotated (mixed identity; excluded)
mt:lrRNA,11.63701,3.167072,2.672202852750395e-31,3.257148057217456e-27,0.9672131147540983,Male,Unannotated (pigment/retinal support?)
snRNA:7SKa,6.804325,2.2073174,1.0152396661786879e-11,6.187378145526013e-08,0.6885245901639344,Male,Unannotated (pigment/retinal support?)
CG6870,5.2482553,1.9349208,1.5354634567063484e-07,0.0006238588024597894,0.680327868852459,Male,Unannotated (pigment/retinal support?)
RFeSP,-4.0984755,-1.1595604,4.158802595310956e-05,0.04608331348567749,0.4918032786885246,Male,Unannotated (pigment/retinal support?)
ATPsynO,-4.1314735,-1.0571527,3.6044499747117416e-05,0.04608331348567749,0.5081967213114754,Male,Unannotated (pigment/retinal support?)
UQCR-C2,-4.225312,-1.1034049,2.386097448151747e-05,0.03635517724440206,0.5122950819672131,Male,Unannotated (pigment/retinal support?)
nAChRbeta1,-4.3145103,-1.1625403,1.5995702573650782e-05,0.02785308838146134,0.48360655737704916,Male,Unannotated (pigment/retinal support?)
CG2852,-4.3274,-1.3132958,1.5087961806936942e-05,0.02785308838146134,0.4139344262295082,Male,Unannotated (pigment/retinal support?)
ATPsynF,-5.1616354,-1.0703311,2.4480199692943444e-07,0.000745972885143219,0.7131147540983607,Male,Unannotated (pigment/retinal support?)
Yp3,6.5632205,2.2496884,5.265790670133747e-11,1.0352374593267781e-08,0.15993359158826784,Female,Central brain A type 1
Paf-AHalpha,4.955795,1.0324609,7.203513206735255e-07,6.316807372438562e-05,0.1953514111787493,Female,Central brain A type 1
ninaE,4.115469,1.0359734,3.8639309051000104e-05,0.002297436770842148,0.14388489208633093,Female,Central brain A type 1
Yp1,3.7736125,1.8747348,0.0001609005814114604,0.008601829766773206,0.09850581073602656,Female,Central brain A type 1
lncRNA:CR34335,21.448584,1.2093977,4.70777032560949e-102,5.7383012498854074e-98,0.9986013986013986,Female,Central brain B cholinergic neurons
Polr2A,7.5839653,1.0659591,3.351510684149189e-14,8.6918220700201e-12,0.44965034965034967,Female,Central brain B cholinergic neurons
emb,7.519058,1.0524923,5.5172238740612854e-14,1.306477930393766e-11,0.46293706293706294,Female,Central brain B cholinergic neurons
Yp3,6.4658055,2.8957763,1.0076054812823704e-10,1.554645976120356e-08,0.2,Female,Central brain B cholinergic neurons
CG42524,6.157451,1.0033509,7.392512488805568e-10,1.0239469855233077e-07,0.3888111888111888,Female,Central brain B cholinergic neurons
Obp44a,5.6466913,1.0826628,1.6356518960732106e-08,1.816292316061525e-06,0.3076923076923077,Female,Central brain B cholinergic neurons
ninaE,4.562112,1.5542638,5.064164470799791e-06,0.000352726289911878,0.1853146853146853,Female,Central brain B cholinergic neurons
Arr2,4.22195,1.4320153,2.4219761083457206e-05,0.0014614587517141578,0.18041958041958042,Female,Central brain B cholinergic neurons
apolpp,4.052941,1.05863,5.057782728142127e-05,0.002827950168501119,0.21818181818181817,Female,Central brain B cholinergic neurons
Yp1,4.018289,2.5279057,5.86222395064528e-05,0.003204244293023108,0.12797202797202797,Female,Central brain B cholinergic neurons
lncRNA:CR34335,29.74688,1.0486501,1.9030513347507106e-194,2.3196292719276413e-190,0.9981658107116654,Female,Central brain GABAergic neurons type 1
RpL39,20.93215,1.0833281,2.729085011557016e-97,8.316204301467117e-94,0.8433602347762289,Female,Central brain GABAergic neurons type 1
Cp110,13.722618,1.044861,7.433173602920819e-43,7.550246087166822e-40,0.5763022743947175,Female,Central brain GABAergic neurons type 1
Imp,10.2818775,1.0756212,8.505418148451285e-25,2.410989344452854e-22,0.40095377842993396,Female,Central brain GABAergic neurons type 1
Yp3,9.08597,2.6298473,1.0277828284756423e-19,1.9273299840445545e-17,0.1801173881144534,Female,Central brain GABAergic neurons type 1
CG17931,8.795435,1.0495456,1.4249501756108374e-18,2.554223189782426e-16,0.31841526045487895,Female,Central brain GABAergic neurons type 1
lncRNA:alphagamma-element:CR32865,6.643595,1.2167966,3.0612232437081506e-11,2.961369056949099e-09,0.20689655172413793,Female,Central brain GABAergic neurons type 1
Yp1,4.90147,1.8373246,9.512200421260644e-07,4.603039765872326e-05,0.10931768158473955,Female,Central brain GABAergic neurons type 1
Cmtr1,4.426615,1.0367937,9.572329199744588e-06,0.0003928522579652754,0.14269992663242848,Female,Central brain GABAergic neurons type 1
snRNA:7SKa,14.2994585,1.6257279,2.2051804196205108e-46,8.959648044918136e-43,0.935459940652819,Female,Cholinergic neurons
Yp3,4.825085,1.9406745,1.3994344676716542e-06,0.0002707572496261872,0.1327893175074184,Female,Cholinergic neurons
UQCR-6.4,9.074802,1.3895602,1.1388388082632447e-19,4.627102077973563e-16,0.7533460803059273,Female,Dopaminergic neurons
RpL39,8.68682,1.1432278,3.727260406639222e-18,1.1357894274131369e-14,0.8623326959847036,Female,Dopaminergic neurons
Cbp53E,8.261871,1.3582758,1.434061612894772e-16,2.91329616659573e-13,0.7590822179732314,Female,Dopaminergic neurons
Hex-A,8.1087265,1.1929924,5.115321190234785e-16,8.907235712538828e-13,0.7839388145315488,Female,Dopaminergic neurons
stai,7.589907,1.0560236,3.2013444742171275e-14,4.33568753291473e-11,0.8795411089866156,Female,Dopaminergic neurons
capu,7.3501124,1.2888855,1.9804000241999863e-13,2.4139095894973634e-10,0.5621414913957935,Female,Dopaminergic neurons
Cp110,7.2760725,1.4130093,3.4367874231301884e-13,3.808272900048533e-10,0.4933078393881453,Female,Dopaminergic neurons
CG16711,6.9163265,1.1049639,4.635051425598846e-12,4.708053485552028e-09,0.6347992351816444,Female,Dopaminergic neurons
bel,6.7987466,1.0277368,1.0553343229722348e-11,9.894976971314286e-09,0.7896749521988528,Female,Dopaminergic neurons
Frq2,6.728155,1.4215137,1.718277223943359e-11,1.496005791617543e-08,0.4646271510516252,Female,Dopaminergic neurons
numb,6.6504507,1.2048352,2.921966167419369e-11,2.374389707644979e-08,0.5334608030592735,Female,Dopaminergic neurons
unc-119,6.4430957,1.0103323,1.170607956171977e-10,8.917837736112642e-08,0.6462715105162524,Female,Dopaminergic neurons
Top1,6.4018188,1.0637437,1.5353690389113028e-10,1.1008596008994042e-07,0.5869980879541109,Female,Dopaminergic neurons
pcs,6.3386636,1.145904,2.3176636602307482e-10,1.569444575252922e-07,0.5066921606118547,Female,Dopaminergic neurons
Ca-alpha1T,6.2372494,1.0208926,4.4533146796619183e-10,2.714072631519956e-07,0.6500956022944551,Female,Dopaminergic neurons
Toll-6,6.1835785,1.2327477,6.266452097913133e-10,3.637227839117294e-07,0.4875717017208413,Female,Dopaminergic neurons
sty,6.0648127,1.0036975,1.3210741277544355e-09,7.319351155999461e-07,0.6175908221797323,Female,Dopaminergic neurons
CG17124,6.0061846,1.0178078,1.8994020593542717e-09,9.415789041325672e-07,0.5736137667304015,Female,Dopaminergic neurons
CG13364,5.9491725,1.0267636,2.695015152971027e-09,1.2166496185023646e-06,0.5411089866156787,Female,Dopaminergic neurons
luna,5.857242,1.076317,4.706165601406072e-09,1.9121150838512872e-06,0.502868068833652,Female,Dopaminergic neurons
CG3744,5.847543,1.5247394,4.988879964059779e-09,1.9615954155459563e-06,0.34990439770554493,Female,Dopaminergic neurons
nkd,5.761863,1.0076154,8.319043052765665e-09,3.0727519930351725e-06,0.5430210325047801,Female,Dopaminergic neurons
Pat1,5.755397,1.2457204,8.64385179014641e-09,3.098820866767488e-06,0.40152963671128106,Female,Dopaminergic neurons
Tom6,5.5746617,1.028797,2.4801145857148696e-08,8.170301806832038e-06,0.47418738049713194,Female,Dopaminergic neurons
CG34250,5.5528917,1.1609181,2.8098250279172158e-08,8.562239316320735e-06,0.3919694072657744,Female,Dopaminergic neurons
Ubr1,5.268802,1.1517367,1.3731690764366578e-07,3.486991223476338e-05,0.390057361376673,Female,Dopaminergic neurons
beat-Ic,5.157796,1.0921601,2.4987364186060265e-07,6.091419641277772e-05,0.4665391969407266,Female,Dopaminergic neurons
side-VIII,5.1225543,1.0803659,3.014243201479714e-07,7.171291397345915e-05,0.40344168260038243,Female,Dopaminergic neurons
Dmtn,5.119752,1.1398839,3.0593744578061164e-07,7.171291397345915e-05,0.361376673040153,Female,Dopaminergic neurons
SPR,5.1157646,1.2905009,3.124726234759713e-07,7.186280768959649e-05,0.3632887189292543,Female,Dopaminergic neurons
CG17776,4.893537,1.2216338,9.903977413660542e-07,0.0001947090011211425,0.33078393881453155,Female,Dopaminergic neurons
CG17931,4.7589283,1.0545613,1.946234005818115e-06,0.0003388949470988143,0.35372848948374763,Female,Dopaminergic neurons
Stat92E,4.752462,1.0336013,2.009544668067258e-06,0.00034499070364889874,0.3690248565965583,Female,Dopaminergic neurons
Yp3,4.55222,2.5348775,5.308278080276303e-06,0.0007352568354600892,0.19694072657743786,Female,Dopaminergic neurons
CG13954,4.4583497,1.1648376,8.259303886874633e-06,0.0010597121587064726,0.30592734225621415,Female,Dopaminergic neurons
CG32982,4.4513445,1.1023432,8.533428926989275e-06,0.0010834788040736695,0.3575525812619503,Female,Dopaminergic neurons
Eip78C,4.4110374,1.4268079,1.0287649956441972e-05,0.0012503501139402634,0.25621414913957935,Female,Dopaminergic neurons
Prp4k,4.369114,1.218766,1.247517295695094e-05,0.001462114261271875,0.2734225621414914,Female,Dopaminergic neurons
lncRNA:alphagamma-element:CR32865,4.3183527,1.3368601,1.571980155708933e-05,0.0017578776254987324,0.28680688336520077,Female,Dopaminergic neurons
CG4080,4.2932415,1.0279061,1.7608313621936375e-05,0.0018927819603484276,0.33460803059273425,Female,Dopaminergic neurons
dpr17,4.2885,1.2830307,1.7988404560154702e-05,0.0019066144624671798,0.2925430210325048,Female,Dopaminergic neurons
AstC-R2,4.0275817,1.2540598,5.635354156466712e-05,0.0049774878125487506,0.28107074569789675,Female,Dopaminergic neurons
Hsp27,3.9607623,1.1090646,7.471088417336818e-05,0.006033523847653874,0.28107074569789675,Female,Dopaminergic neurons
Rgk1,3.88974,1.0519129,0.00010035171194541612,0.007504214827623786,0.31166347992351817,Female,Dopaminergic neurons
Asap,3.821304,1.1225809,0.00013274782720332584,0.009299214171157118,0.2638623326959847,Female,Dopaminergic neurons
Rok,3.6898212,1.165635,0.00022441174770603748,0.013608730312382543,0.25621414913957935,Female,Dopaminergic neurons
Sidpn,3.5000331,1.5191258,0.00046520043355625983,0.02382490791855988,0.19694072657743786,Female,Dopaminergic neurons
bi,3.329752,1.1774795,0.0008692340644707198,0.03917201349989861,0.2294455066921606,Female,Dopaminergic neurons
PIG-T,3.3189745,1.2838776,0.0009034865242293599,0.04004580815938788,0.2045889101338432,Female,Dopaminergic neurons
lncRNA:CR43651,3.2862117,1.1291054,0.001015446912481368,0.043581980338857025,0.2179732313575526,Female,Dopaminergic neurons
SIFa,-3.2844872,-3.376501,0.001021681201050189,0.043695691788072824,0.045889101338432124,Female,Dopaminergic neurons
snRNA:7SKa,8.819362,2.3118107,1.1511375923864563e-18,4.677072037866172e-15,0.8837209302325582,Female,GABAergic and monoaminergic neurons
CG42392,-4.4248815,-1.0200577,9.649533479315548e-06,0.019661021733888045,0.4186046511627907,Female,GABAergic and monoaminergic neurons
Fer2LCH,-4.6189775,-1.0464383,3.856358550615659e-06,0.011751288593363567,0.43410852713178294,Female,GABAergic and monoaminergic neurons
Hex-A,10.363444,1.0778506,3.6362705814604664e-25,1.4774167372473876e-21,0.7637889688249401,Female,GABAergic neurons type 3
CG42613,8.3974085,1.0707158,4.564392968092012e-17,6.181709543119282e-14,0.657074340527578,Female,GABAergic neurons type 3
Cp110,7.534554,1.0669807,4.900070019796662e-14,2.4886230613042298e-11,0.5503597122302158,Female,GABAergic neurons type 3
snRNA:7SKa,7.3451347,1.2159032,2.0555223848166754e-13,9.307447870266727e-11,0.9424460431654677,Female,GABAergic neurons type 3
unc-119,7.3447328,1.0302073,2.0617039338518472e-13,9.307447870266727e-11,0.5491606714628298,Female,GABAergic neurons type 3
capu,7.068611,1.1594567,1.5649175367437844e-12,5.960868704803121e-10,0.447242206235012,Female,GABAergic neurons type 3
beat-Ic,6.989992,1.4464997,2.749018924463956e-12,9.573654762940333e-10,0.37410071942446044,Female,GABAergic neurons type 3
Top1,6.874071,1.0104327,6.239505567124743e-12,2.0554954961536077e-09,0.5071942446043165,Female,GABAergic neurons type 3
numb,6.791335,1.4005712,1.1110051975649037e-11,3.3855105882796527e-09,0.3489208633093525,Female,GABAergic neurons type 3
Toll-6,6.1759353,1.339047,6.577284874954565e-10,1.4065004445758102e-07,0.31414868105515587,Female,GABAergic neurons type 3
VGlut1,5.9626694,1.063215,2.4815043803857104e-09,4.958533916806791e-07,0.4580335731414868,Female,GABAergic neurons type 3
Yp3,5.9108086,2.756347,3.404324672077584e-09,6.586557686976773e-07,0.19664268585131894,Female,GABAergic neurons type 3
klg,5.664006,1.1754433,1.4787913582497687e-08,2.6123170819864393e-06,0.3393285371702638,Female,GABAergic neurons type 3
Dp,5.439444,1.0392216,5.344711033138505e-08,8.571931945121741e-06,0.34292565947242204,Female,GABAergic neurons type 3
5-HT2A,5.2618227,1.0728061,1.4263441877281982e-07,2.021594105141745e-05,0.33213429256594723,Female,GABAergic neurons type 3
emb,5.150671,1.0172276,2.5955609633500344e-07,3.476625558491601e-05,0.33093525179856115,Female,GABAergic neurons type 3
mAChR-A,5.0730057,1.0358154,3.915810116309106e-07,4.9205989183187313e-05,0.3213429256594724,Female,GABAergic neurons type 3
Frq2,5.0613585,1.6558454,4.16280129445619e-07,5.12529141193197e-05,0.21942446043165467,Female,GABAergic neurons type 3
CG32982,5.000712,1.2955581,5.711900045124867e-07,6.893301945547228e-05,0.2577937649880096,Female,GABAergic neurons type 3
CG34250,4.9695354,1.0737975,6.711355077317363e-07,7.942204566739936e-05,0.30455635491606714,Female,GABAergic neurons type 3
Pat1,4.9594445,1.0764773,7.069510774553164e-07,8.253475978352091e-05,0.2961630695443645,Female,GABAergic neurons type 3
Dmtn,4.829617,1.0310348,1.3679592851819254e-06,0.0001502167182620044,0.29376498800959233,Female,GABAergic neurons type 3
dpr17,4.700041,1.5280919,2.6010968590008383e-06,0.00026642663541480015,0.2158273381294964,Female,GABAergic neurons type 3
sNPF,4.5192566,1.054288,6.2057216769383024e-06,0.0005521280402934377,0.28177458033573144,Female,GABAergic neurons type 3
Fas2,4.412422,1.0481217,1.022204287676225e-05,0.0008652533376726047,0.2446043165467626,Female,GABAergic neurons type 3
CG3744,4.30107,1.0693092,1.6997525392844905e-05,0.0013541361896299774,0.24820143884892087,Female,GABAergic neurons type 3
beat-Ib,4.2849545,1.2441516,1.8277645284538156e-05,0.0014100393567926302,0.2314148681055156,Female,GABAergic neurons type 3
vvl,4.244691,1.2501614,2.188947275615827e-05,0.0016675673964050822,0.22182254196642687,Female,GABAergic neurons type 3
ed,3.9997964,1.1163448,6.33969989475949e-05,0.004317016872470583,0.22422062350119903,Female,GABAergic neurons type 3
Sox21b,3.9850364,1.2943103,6.746976592689309e-05,0.004543585507640331,0.20623501199040767,Female,GABAergic neurons type 3
RpL22,-3.5773807,-1.3375657,0.00034705461414155626,0.01784915059819168,0.10671462829736211,Female,GABAergic neurons type 3
sosie,-4.095134,-1.0518965,4.219249169716942e-05,0.002955656789062058,0.22062350119904076,Female,GABAergic neurons type 3
CG6770,5.423742,1.4577332,5.8364188997821117e-08,0.0003557005498472208,0.9384615384615385,Female,Glia (Gs2+)
snRNA:7SKa,4.6078,1.7855715,4.0695172131408415e-06,0.01240083632774343,0.8615384615384616,Female,Glia (Gs2+)
lncRNA:CR34335,8.879438,1.0722209,6.719871906662434e-19,4.095425933515421e-15,0.9956140350877193,Female,Glutamatergic neurons (subtype)
RpL41,7.4349155,1.1231705,1.0463493724136727e-13,4.2513175001167524e-10,0.9649122807017544,Female,Glutamatergic neurons (subtype)
Cbp53E,6.4145494,1.550501,1.4123987237172088e-10,4.303932010847264e-07,0.8070175438596491,Female,Glutamatergic neurons (subtype)
RpL39,6.343341,1.1877366,2.2483553533855555e-10,5.481040680483307e-07,0.8421052631578947,Female,Glutamatergic neurons (subtype)
Hex-A,6.123522,1.1012354,9.152926646251806e-10,1.8594170481860545e-06,0.881578947368421,Female,Glutamatergic neurons (subtype)
Dhit,6.0107374,1.076196,1.8468107175901078e-09,3.215825119529403e-06,0.9342105263157895,Female,Glutamatergic neurons (subtype)
lqf,5.4061255,1.3105116,6.440266123144561e-08,7.136400343182641e-05,0.6491228070175439,Female,Glutamatergic neurons (subtype)
capu,5.2433624,1.2515471,1.5767642510110352e-07,0.0001496816833328548,0.6622807017543859,Female,Glutamatergic neurons (subtype)
tow,5.1128864,1.2658281,3.172729938215081e-07,0.00024170253260564765,0.6622807017543859,Female,Glutamatergic neurons (subtype)
elff,5.060696,1.4559695,4.177285570478637e-07,0.00029951137540331827,0.6403508771929824,Female,Glutamatergic neurons (subtype)
msi,4.7904563,1.0988793,1.6640256690741672e-06,0.0009658480419211916,0.8771929824561403,Female,Glutamatergic neurons (subtype)
Toll-6,4.7462273,1.632204,2.072460648201425e-06,0.0010983140365620509,0.5043859649122807,Female,Glutamatergic neurons (subtype)
Drep2,4.717036,1.0219532,2.3930555679990913e-06,0.0012153730965975386,0.7675438596491229,Female,Glutamatergic neurons (subtype)
ct,4.648481,1.040319,3.343889131623561e-06,0.0015376401809988212,0.8377192982456141,Female,Glutamatergic neurons (subtype)
CG13954,4.572849,1.5030019,4.81137126466163e-06,0.0018918001401600198,0.5175438596491229,Female,Glutamatergic neurons (subtype)
CG31221,4.556484,1.2067057,5.201696970476476e-06,0.001981358886660555,0.6754385964912281,Female,Glutamatergic neurons (subtype)
unc-119,4.5255237,1.1093088,6.024611908021069e-06,0.0022252725620263277,0.6491228070175439,Female,Glutamatergic neurons (subtype)
trv,4.5144663,1.7169893,6.3476368150650905e-06,0.002275627798200835,0.44298245614035087,Female,Glutamatergic neurons (subtype)
RhoGAP93B,4.4733334,1.0582618,7.70095727451773e-06,0.002607415783863795,0.7324561403508771,Female,Glutamatergic neurons (subtype)
CG17124,4.4273353,1.0127858,9.540446367878263e-06,0.003142932453461301,0.7543859649122807,Female,Glutamatergic neurons (subtype)
hbn,4.373818,1.1790236,1.2209226421659131e-05,0.0038158528424000805,0.5789473684210527,Female,Glutamatergic neurons (subtype)
Top1,4.1663833,1.0518384,3.0947024525736816e-05,0.009200323949858685,0.5833333333333334,Female,Glutamatergic neurons (subtype)
Ppcs,4.0359073,1.506641,5.439167709651694e-05,0.015785241717367737,0.43859649122807015,Female,Glutamatergic neurons (subtype)
Atx2,3.9823902,1.0769948,6.822566984804519e-05,0.019339597436693553,0.5614035087719298,Female,Glutamatergic neurons (subtype)
Dop2R,3.9660254,1.4280459,7.308109472943763e-05,0.02024512417402535,0.6096491228070176,Female,Glutamatergic neurons (subtype)
SK,3.9536412,1.2277108,7.697080913853779e-05,0.020585016975583785,0.5350877192982456,Female,Glutamatergic neurons (subtype)
numb,3.9514298,1.7067101,7.768568224438872e-05,0.020585016975583785,0.3684210526315789,Female,Glutamatergic neurons (subtype)
CG5890,3.8479335,1.3294065,0.00011911833135090573,0.030357990203546004,0.4649122807017544,Female,Glutamatergic neurons (subtype)
tara,3.8222806,1.770211,0.0001322230531433208,0.032891159076815044,0.3508771929824561,Female,Glutamatergic neurons (subtype)
luna,3.7417836,1.1698266,0.00018271875355505801,0.04366978209965887,0.5087719298245614,Female,Glutamatergic neurons (subtype)
lncRNA:CR34335,32.047447,1.0329674,2.382805892286292e-225,2.904402102107761e-221,0.9968684759916493,Female,Glutamatergic neurons type 1
ct,9.190952,1.0513114,3.893790065363309e-20,1.0546979357047416e-17,0.35281837160751567,Female,Glutamatergic neurons type 1
Yp3,8.378594,2.1796172,5.3563303766087966e-17,1.0530372735562035e-14,0.17084203201113432,Female,Glutamatergic neurons type 1
CG9705,5.4361606,1.0578285,5.44408529143248e-08,3.858020675422703e-06,0.17745302713987474,Female,Glutamatergic neurons type 1
Arr2,5.3845754,1.3175546,7.261592723276197e-08,5.000652751639184e-06,0.13917884481558804,Female,Glutamatergic neurons type 1
ninaE,5.176763,1.0406933,2.257683795834039e-07,1.440780512430424e-05,0.151356993736952,Female,Glutamatergic neurons type 1
Yp1,4.8458843,1.6500176,1.2604881262734643e-06,7.243949176793818e-05,0.10960334029227557,Female,Glutamatergic neurons type 1
Yp2,3.390356,1.8870777,0.0006980191246616897,0.022884781649554993,0.06958942240779402,Female,Glutamatergic neurons type 1
RpL22,-5.072621,-1.1053836,3.923740083029916e-07,2.4154781753561438e-05,0.08281141266527488,Female,Glutamatergic neurons type 1
snRNA:7SKa,15.103848,1.8502508,1.5275266257067272e-51,9.309511020369649e-48,0.9138888888888889,Female,Glutamatergic neurons type 3
Liprin-gamma,11.394369,1.377931,4.46050629112762e-30,1.812303706085152e-26,0.6493506493506493,Female,Kenyon cells
RpL39,11.083796,1.0745721,1.5035991895538351e-28,4.581842630367924e-25,0.7578849721706865,Female,Kenyon cells
Cbp53E,10.4745655,1.3512536,1.1305503359234574e-25,2.7560556089142043e-22,0.6233766233766234,Female,Kenyon cells
Mnn1,9.841766,1.0277251,7.43927271408663e-23,1.133466188900024e-19,0.7179962894248608,Female,Kenyon cells
sif,9.645619,1.0654618,5.130054804781201e-22,6.253023801547805e-19,0.6855287569573284,Female,Kenyon cells
msi,9.6324625,1.4742084,5.831482319937402e-22,6.461812545247e-19,0.47680890538033394,Female,Kenyon cells
Cp110,9.39226,1.436146,5.8726867404249795e-21,5.965181556586673e-18,0.4554730983302412,Female,Kenyon cells
CG17124,9.298321,1.0808192,1.4268169805310668e-20,1.337805551976398e-17,0.6437847866419295,Female,Kenyon cells
capu,9.047403,1.428048,1.4640809371562486e-19,1.1897121695331677e-16,0.4322820037105751,Female,Kenyon cells
flw,8.512829,1.034061,1.697410066577999e-17,1.0344865650759616e-14,0.5788497217068646,Female,Kenyon cells
heca,8.010017,1.1095212,1.1469214372554737e-15,6.078184955959552e-13,0.5037105751391465,Female,Kenyon cells
numb,7.6629066,1.332322,1.817717606389765e-14,7.385386634761615e-12,0.37755102040816324,Female,Kenyon cells
CG15431,7.52416,1.2371236,5.306043078929766e-14,1.902216443796321e-11,0.3914656771799629,Female,Kenyon cells
Tom6,7.2865877,1.2191262,3.179042002706999e-13,1.0472795397566381e-10,0.3849721706864564,Female,Kenyon cells
CG5758,7.237795,1.0774161,4.560378886664852e-13,1.3989329841888387e-10,0.42207792207792205,Female,Kenyon cells
Toll-6,7.0859294,1.228378,1.3811434223373921e-12,3.915059808109412e-10,0.3673469387755102,Female,Kenyon cells
emb,6.812308,1.034185,9.60453704348174e-12,2.2954843533921363e-09,0.4007421150278293,Female,Kenyon cells
ct,6.6033797,1.3613393,4.018889069256154e-11,8.74754265449344e-09,0.3246753246753247,Female,Kenyon cells
Ubr1,6.5690217,1.0653481,5.064687822184045e-11,1.0463301671966326e-08,0.3692022263450835,Female,Kenyon cells
mbl,6.2720566,1.219546,3.5631017833820775e-10,6.116992625020302e-08,0.3302411873840445,Female,Kenyon cells
Tsp66E,6.231534,1.2177445,4.618899494675407e-10,7.506635458746471e-08,0.3163265306122449,Female,Kenyon cells
lncRNA:alphagamma-element:CR32865,6.0558734,1.8005725,1.3965786588182964e-09,2.0509514785947245e-07,0.22541743970315398,Female,Kenyon cells
Pvf3,6.0002017,1.0752184,1.9707251798940393e-09,2.8260199079680524e-07,0.3302411873840445,Female,Kenyon cells
nkd,5.948101,1.4213119,2.7127076623984765e-09,3.7574083746562536e-07,0.2597402597402597,Female,Kenyon cells
Yp3,5.9193444,2.029775,3.2322728061470328e-09,4.329469586167713e-07,0.2012987012987013,Female,Kenyon cells
CG13954,5.784808,1.0096827,7.259521365660035e-09,9.51465655118604e-07,0.33766233766233766,Female,Kenyon cells
tei,5.694478,1.342463,1.2375001423623476e-08,1.5391723709443528e-06,0.2588126159554731,Female,Kenyon cells
Corin,5.664932,1.0290143,1.4708308024486037e-08,1.7750452129748545e-06,0.3246753246753247,Female,Kenyon cells
luna,5.345337,1.8914218,9.0248993374044e-08,9.167041501968519e-06,0.19387755102040816,Female,Kenyon cells
Cipc,5.2162886,1.056511,1.8254363167722432e-07,1.738300255088818e-05,0.2829313543599258,Female,Kenyon cells
trn,5.129605,1.0618783,2.9035097208308597e-07,2.7015938921532325e-05,0.287569573283859,Female,Kenyon cells
dally,5.1268606,1.461221,2.946132244497475e-07,2.720485297589373e-05,0.21706864564007422,Female,Kenyon cells
Frq2,5.111449,1.6787331,3.1969773281526526e-07,2.9080564666307974e-05,0.20037105751391465,Female,Kenyon cells
hig,4.9604473,1.0613244,7.033098468593663e-07,5.71509581557921e-05,0.274582560296846,Female,Kenyon cells
dpr13,4.850721,1.4096645,1.2301368556223734e-06,9.736453333234487e-05,0.2077922077922078,Female,Kenyon cells
Prp4k,4.830309,1.2408903,1.3632132045954156e-06,0.00010720132742460336,0.22077922077922077,Female,Kenyon cells
beat-Ic,4.80595,1.7335589,1.5401812781356199e-06,0.00011957496559996861,0.19202226345083487,Female,Kenyon cells
CG42594,4.514248,1.4486668,6.35418977778405e-06,0.00042093053913809666,0.19387755102040816,Female,Kenyon cells
side,4.473387,1.2070291,7.699030737973389e-06,0.0005045348691675142,0.21985157699443414,Female,Kenyon cells
CG18467,4.4681993,1.0759345,7.888077766118128e-06,0.0005141592507551543,0.23098330241187384,Female,Kenyon cells
CG2082,4.355578,1.2163867,1.3271618525612117e-05,0.0008338544237561138,0.19851576994434136,Female,Kenyon cells
dpr17,4.272014,1.2467151,1.9371512183593922e-05,0.0011518017658820796,0.19387755102040816,Female,Kenyon cells
Hsp26,4.2493095,1.0111526,2.1443033620653676e-05,0.001244614937153084,0.21799628942486085,Female,Kenyon cells
Atg13,4.156837,1.0432612,3.226841529175719e-05,0.0017878168817783108,0.2012987012987013,Female,Kenyon cells
Asap,4.015196,1.010452,5.939647028434557e-05,0.002991667670644166,0.20686456400742115,Female,Kenyon cells
beat-IIIc,3.9151297,1.5129918,9.035559969393252e-05,0.004370414304243426,0.16048237476808905,Female,Kenyon cells
